GEOID,cost_burden_rate,severe_cost_burden_rate,overcrowding_rate,cost_burden_norm,severe_cost_burden_norm,overcrowding_norm,housing_score,housing_score_components,housing_insecurity_high,B19013_001E,pct_hispanic,poverty_rate,B03002_003E,B03002_004E,B03002_001E
480291203012,0.3525046382189239,0.1614100185528757,,0.3525046382189239,0.1614100185528757,,0.2569573283858998,2,0,93429,0.3675701378982406,0.0866666666666666,1056,50,2103
480291203021,0.4271844660194174,0.233009708737864,,0.4271844660194174,0.233009708737864,,0.3300970873786407,2,0,-666666666,0.1629392971246006,0.0,464,28,626
480291203022,0.3108108108108108,0.1756756756756756,0.0,0.3108108108108108,0.1756756756756756,0.0,0.16216216216216214,3,0,-666666666,0.0667655786350148,0.0,616,0,674
480291203023,0.0,0.0,,0.0,0.0,,0.0,2,0,250001,0.3501838235294117,0.0,707,0,1088
480291203024,0.4461538461538462,0.4461538461538462,,0.4461538461538462,0.4461538461538462,,0.4461538461538462,2,0,250001,0.0,0.0,1082,0,1107
480291203025,0.0,0.0,,0.0,0.0,,0.0,2,0,110938,0.1904761904761904,0.0,497,0,630
480291204011,0.842391304347826,0.3858695652173913,,0.842391304347826,0.3858695652173913,,0.6141304347826086,2,1,38047,0.2811188811188811,0.0,504,10,715
480291204012,0.3971631205673759,0.0,,0.3971631205673759,0.0,,0.19858156028368795,2,0,145074,0.4046822742474916,0.1993355481727574,702,0,1196
480291204013,,,,,,,,0,0,90804,0.2201183431952662,0.0,567,72,845
480291204021,,,,,,,,0,0,250001,0.0718446601941747,0.0,934,0,1030
480291204022,0.6206896551724138,0.0,,0.6206896551724138,0.0,,0.3103448275862069,2,0,250001,0.3538913362701908,0.0,422,0,681
480291204023,0.0,0.0,,0.0,0.0,,0.0,2,0,250001,0.2233893557422969,0.0,928,0,1428
480291205021,0.5238095238095238,0.0,,0.5238095238095238,0.0,,0.2619047619047619,2,0,65997,0.8444165621079046,0.0,116,0,797
480291205022,0.2804878048780488,0.2804878048780488,,0.2804878048780488,0.2804878048780488,,0.2804878048780488,2,0,52500,0.7728852838933952,0.2780748663101604,171,19,863
480291205023,0.379182156133829,0.379182156133829,0.4756097560975609,0.379182156133829,0.379182156133829,0.4756097560975609,0.411324689455073,3,0,36020,0.647887323943662,0.5943396226415094,26,224,710
480291205024,0.24,0.0,0.0,0.24,0.0,0.0,0.08,3,0,81406,0.5561643835616439,0.1318681318681318,159,3,365
480291205025,0.6608187134502924,0.4269005847953216,0.0,0.6608187134502924,0.4269005847953216,0.0,0.3625730994152047,3,0,21750,0.5741324921135647,0.5447941888619855,157,653,1902
480291205026,1.0,0.0,,1.0,0.0,,0.5,2,1,62813,0.6695526695526696,0.2763819095477386,204,0,693
480291205031,0.5123042505592841,0.29082774049217,,0.5123042505592841,0.29082774049217,,0.401565995525727,2,0,43750,0.495702005730659,0.3486005089058524,361,185,1745
480291205032,0.9338235294117648,0.6985294117647058,,0.9338235294117648,0.6985294117647058,,0.8161764705882353,2,1,32150,0.4699074074074074,0.1029411764705882,278,99,864
480291205033,0.6635220125786163,0.5849056603773585,0.0,0.6635220125786163,0.5849056603773585,0.0,0.41614255765199165,3,0,-666666666,0.3649503161698283,0.0,304,229,1107
480291205041,0.0,0.0,,0.0,0.0,,0.0,2,0,72553,0.7923832923832924,0.0,145,0,814
480291205042,0.6837782340862423,0.4250513347022587,0.0,0.6837782340862423,0.4250513347022587,0.0,0.36960985626283366,3,0,44236,0.5923600209314495,0.2576832151300236,451,170,1911
480291205043,0.379746835443038,0.189873417721519,,0.379746835443038,0.189873417721519,,0.2848101265822785,2,0,70959,0.5607734806629834,0.0,333,144,1086
480291205044,0.7178217821782178,0.7178217821782178,0.6785714285714286,0.7178217821782178,0.7178217821782178,0.6785714285714286,0.7047383309759546,3,1,-666666666,0.6098654708520179,0.0921843687374749,722,117,2230
480291206011,0.5017543859649123,0.3017543859649123,0.5357142857142857,0.5017543859649123,0.3017543859649123,0.5357142857142857,0.44640768588137014,3,0,56719,0.7061668681983071,0.2291666666666666,134,15,827
480291206012,0.0,0.0,,0.0,0.0,,0.0,2,0,95357,0.5947630922693267,0.0,234,73,802
480291206013,0.6068548387096774,0.2439516129032258,0.0,0.6068548387096774,0.2439516129032258,0.0,0.28360215053763443,3,0,41250,0.4767801857585139,0.0,459,19,969
480291206021,0.6212624584717608,0.0465116279069767,,0.6212624584717608,0.0465116279069767,,0.33388704318936874,2,0,69810,0.2561863173216885,0.0326086956521739,605,114,1374
480291206022,0.2044444444444444,0.1451851851851852,1.0,0.2044444444444444,0.1451851851851852,1.0,0.4498765432098765,3,0,106161,0.1361031518624642,0.1158798283261802,969,19,1396
480291206023,0.0,0.0,,0.0,0.0,,0.0,2,0,137550,0.1472995090016366,0.0,407,1,611
480291206024,0.0,0.0,,0.0,0.0,,0.0,2,0,90769,0.0864661654135338,0.2047244094488189,464,7,532
480291207011,0.746031746031746,0.5343915343915344,,0.746031746031746,0.5343915343915344,,0.6402116402116402,2,1,37228,0.8184931506849316,0.2181818181818181,106,0,584
480291207012,0.0982658959537572,0.0,0.0,0.0982658959537572,0.0,0.0,0.0327552986512524,3,0,72981,0.3119266055045872,0.0,263,0,763
480291207013,0.2985244040862656,0.11577752553916,1.0,0.2985244040862656,0.11577752553916,1.0,0.4714339765418085,3,1,73372,0.4817708333333333,0.0,507,81,1536
480291207014,0.5648535564853556,0.0,,0.5648535564853556,0.0,,0.2824267782426778,2,0,-666666666,0.368,0.0,485,0,875
480291207015,0.5327102803738317,0.0,0.0,0.5327102803738317,0.0,0.0,0.17757009345794392,3,0,71250,0.3226212980466288,0.0,1018,0,1587
480291207021,0.5483870967741935,0.5483870967741935,,0.5483870967741935,0.5483870967741935,,0.5483870967741935,2,1,200313,0.0778688524590164,0.0,900,0,976
480291207022,0.5968992248062015,0.2054263565891473,,0.5968992248062015,0.2054263565891473,,0.4011627906976744,2,0,53231,0.4483159117305458,0.0,370,1,861
480291207023,0.4210028382213813,0.1769157994323557,,0.4210028382213813,0.1769157994323557,,0.2989593188268685,2,0,66655,0.3302325581395349,0.0,901,87,1720
480291207024,0.3863636363636363,0.2869318181818182,1.0,0.3863636363636363,0.2869318181818182,1.0,0.5577651515151515,3,1,-666666666,0.479196556671449,0.0449438202247191,654,0,1394
480291208001,,,,,,,,0,0,213466,0.1400921658986175,0.0,903,0,1085
480291208002,0.0,0.0,,0.0,0.0,,0.0,2,0,161518,0.2993548387096774,0.188,512,0,775
480291208003,0.0,0.0,,0.0,0.0,,0.0,2,0,137026,0.074015748031496,0.0,579,0,635
480291208004,0.520618556701031,0.1752577319587628,,0.520618556701031,0.1752577319587628,,0.3479381443298969,2,0,-666666666,0.3483237939493049,0.0415430267062314,489,308,1223
480291208005,0.5260115606936416,0.0404624277456647,,0.5260115606936416,0.0404624277456647,,0.28323699421965315,2,0,-666666666,0.2353579175704989,0.0,705,0,922
480291208006,0.47,0.0,,0.47,0.0,,0.235,2,0,121223,0.0399262899262899,0.0,1408,0,1628
480291208007,0.0,0.0,,0.0,0.0,,0.0,2,0,124338,0.1574415744157441,0.0,631,6,813
480291209011,0.5705521472392638,0.4907975460122699,,0.5705521472392638,0.4907975460122699,,0.5306748466257669,2,1,84583,0.6494464944649446,0.2510288065843621,228,115,1084
480291209012,0.7379807692307693,0.4158653846153846,0.0,0.7379807692307693,0.4158653846153846,0.0,0.3846153846153846,3,0,-666666666,0.3892355694227769,0.0321543408360128,713,6,1282
480291209021,0.4529729729729729,0.2767567567567567,,0.4529729729729729,0.2767567567567567,,0.3648648648648648,2,0,54149,0.3116178067318133,0.3690140845070422,706,534,1842
480291209022,0.4120781527531083,0.1385435168738898,0.4893617021276595,0.4120781527531083,0.1385435168738898,0.4893617021276595,0.3466611239182192,3,0,108824,0.1887890005288207,0.0778588807785888,1214,43,1891
480291209023,0.4074550128534704,0.313624678663239,,0.4074550128534704,0.313624678663239,,0.36053984575835474,2,0,57844,0.4922839506172839,0.0,424,563,1944
480291209024,0.6578947368421053,0.0497076023391812,,0.6578947368421053,0.0497076023391812,,0.3538011695906432,2,0,57269,0.4836769759450172,0.0,372,200,1164
480291210001,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,3,0,108219,0.2579281183932346,0.2149532710280373,1051,0,1419
480291210002,0.46,0.0,,0.46,0.0,,0.23,2,0,78523,0.3148247978436658,0.0341880341880341,768,77,1855
480291210003,0.4973821989528796,0.1308900523560209,,0.4973821989528796,0.1308900523560209,,0.31413612565445026,2,0,55417,0.5496894409937888,0.0416666666666666,231,0,644
480291210004,0.6728395061728395,0.3888888888888889,,0.6728395061728395,0.3888888888888889,,0.5308641975308642,2,1,58939,0.5618729096989966,0.1891117478510028,449,0,1196
480291210005,0.6172839506172839,0.6172839506172839,,0.6172839506172839,0.6172839506172839,,0.6172839506172839,2,1,-666666666,0.6448598130841121,0.2129629629629629,101,13,321
480291210006,0.7175398633257403,0.0341685649202733,,0.7175398633257403,0.0341685649202733,,0.3758542141230068,2,0,50060,0.6691948658109685,0.0,429,40,1714
480291211101,0.4194444444444444,0.3611111111111111,1.0,0.4194444444444444,0.3611111111111111,1.0,0.5935185185185184,3,1,114242,0.4155231560891938,0.0,960,383,2332
480291211102,0.6232876712328768,0.2671232876712329,0.0,0.6232876712328768,0.2671232876712329,0.0,0.2968036529680365,3,0,65432,0.6437587657784011,0.1836734693877551,464,0,1426
480291211103,0.2087912087912088,0.1098901098901098,,0.2087912087912088,0.1098901098901098,,0.1593406593406593,2,0,68788,0.5092783505154639,0.0,658,0,1455
480291211111,0.0,0.0,,0.0,0.0,,0.0,2,0,81121,0.6424974823766365,0.0,355,0,993
480291211112,0.3378378378378378,0.3378378378378378,,0.3378378378378378,0.3378378378378378,,0.3378378378378378,2,0,91646,0.6047794117647058,0.0344086021505376,435,5,1632
480291211113,0.0,0.0,,0.0,0.0,,0.0,2,0,85274,0.6163428001993024,0.1792656587473002,445,206,2007
480291211114,0.1653696498054474,0.0758754863813229,1.0,0.1653696498054474,0.0758754863813229,1.0,0.4137483787289234,3,0,69922,0.5189478377173429,0.0591549295774647,520,266,2243
480291211121,0.6189402480270575,0.4036076662908681,0.3548387096774194,0.6189402480270575,0.4036076662908681,0.3548387096774194,0.45912887466511504,3,0,42017,0.5237877401646843,0.0449050086355785,816,158,2186
480291211122,0.5777202072538861,0.344559585492228,0.2972972972972973,0.5777202072538861,0.344559585492228,0.2972972972972973,0.4065256966811371,3,0,81429,0.5186457311089303,0.0179282868525896,738,0,2038
480291211151,0.5706106870229007,0.2958015267175573,0.0,0.5706106870229007,0.2958015267175573,0.0,0.28880407124681934,3,0,67563,0.4575559701492537,0.0,1053,110,2144
480291211152,,,,,,,,0,0,112932,0.4637978142076502,0.0,755,0,1464
480291211153,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556,,0.5555555555555556,2,1,127171,0.2725752508361204,0.0,833,37,1196
480291211161,0.5631578947368421,0.4,,0.5631578947368421,0.4,,0.48157894736842105,2,1,57568,0.3617747440273037,0.2638888888888889,310,0,586
480291211162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,92031,0.4761904761904761,0.0,224,0,630
480291211163,0.3492822966507177,0.1411483253588516,,0.3492822966507177,0.1411483253588516,,0.24521531100478466,2,0,72234,0.5087390761548065,0.1151515151515151,750,0,1602
480291211164,0.3843351548269581,0.0619307832422586,0.26,0.3843351548269581,0.0619307832422586,0.26,0.23542197935640555,3,0,56464,0.4116532449076267,0.2039215686274509,967,234,2111
480291211171,0.4914772727272727,0.1704545454545454,0.0,0.4914772727272727,0.1704545454545454,0.0,0.22064393939393936,3,0,69909,0.429811320754717,0.0385906040268456,847,295,2650
480291211172,0.7321428571428571,0.6071428571428571,,0.7321428571428571,0.6071428571428571,,0.6696428571428571,2,1,103309,0.2105263157894736,0.03515625,631,7,893
480291211173,0.3259259259259259,0.2851851851851852,,0.3259259259259259,0.2851851851851852,,0.3055555555555556,2,0,74808,0.3542260208926875,0.0427046263345195,562,26,1053
480291211181,0.0,0.0,,0.0,0.0,,0.0,2,0,95932,0.3469246717346234,0.0921409214092141,945,0,1447
480291211182,0.5059797608095676,0.2594296228150874,,0.5059797608095676,0.2594296228150874,,0.3827046918123275,2,0,42083,0.3981981981981982,0.1068181818181818,1104,18,2220
480291211183,0.5384615384615384,0.5384615384615384,,0.5384615384615384,0.5384615384615384,,0.5384615384615384,2,1,123500,0.3644724104549854,0.0,1202,28,2066
480291211191,0.3205128205128205,0.0,,0.3205128205128205,0.0,,0.16025641025641024,2,0,82292,0.214,0.0,343,50,500
480291211192,0.4499178981937602,0.1871921182266009,0.0,0.4499178981937602,0.1871921182266009,0.0,0.21237000547345372,3,0,62083,0.397771110158594,0.0383973288814691,1050,154,2333
480291211193,0.797752808988764,0.0,,0.797752808988764,0.0,,0.398876404494382,2,0,100852,0.5917235494880546,0.0,801,1,2344
480291211201,0.5879120879120879,0.3626373626373626,,0.5879120879120879,0.3626373626373626,,0.47527472527472525,2,1,76483,0.45875,0.0,631,520,2400
480291211202,0.5627906976744186,0.2744186046511628,0.0,0.5627906976744186,0.2744186046511628,0.0,0.27906976744186046,3,0,85824,0.5811606391925989,0.0404530744336569,816,138,2378
480291211211,,,,,,,,0,0,132143,0.2196620583717358,0.0,1438,2,1953
480291211212,0.0,0.0,,0.0,0.0,,0.0,2,0,89327,0.2536466774716369,0.1114206128133704,571,87,1234
480291211221,0.2407407407407407,0.0,0.0,0.2407407407407407,0.0,0.0,0.0802469135802469,3,0,129792,0.2977291841883936,0.0275229357798165,768,35,1189
480291211222,0.0833333333333333,0.0833333333333333,1.0,0.0833333333333333,0.0833333333333333,1.0,0.38888888888888884,3,0,138929,0.3333333333333333,0.0187891440501043,966,99,1707
480291211223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,97072,0.4422911283376399,0.0305755395683453,981,81,2322
480291211231,0.5782997762863534,0.29082774049217,0.0,0.5782997762863534,0.29082774049217,0.0,0.2897091722595078,3,0,42324,0.7563718140929535,0.2805872756933116,590,60,2668
480291211232,0.345679012345679,0.0,,0.345679012345679,0.0,,0.1728395061728395,2,0,100245,0.4104013566986998,0.0,772,80,1769
480291211233,0.2081447963800905,0.2081447963800905,,0.2081447963800905,0.2081447963800905,,0.2081447963800905,2,0,77448,0.2690992018244014,0.0411985018726591,505,32,877
480291211241,,,,,,,,0,0,88285,0.4446808510638297,0.0,482,0,940
480291211242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,148224,0.148817802503477,0.0445434298440979,1116,79,1438
480291212031,0.0,0.0,,0.0,0.0,,0.0,2,0,38984,0.3846153846153846,0.0,178,20,416
480291212032,0.3954983922829582,0.202572347266881,0.0,0.3954983922829582,0.202572347266881,0.0,0.19935691318327975,3,0,48614,0.8004467609828742,0.2841726618705036,112,109,1343
480291212033,0.8086560364464692,0.5011389521640092,,0.8086560364464692,0.5011389521640092,,0.6548974943052392,2,1,45762,0.5603174603174603,0.2103448275862069,453,32,1260
480291212034,0.2397260273972602,0.1506849315068493,,0.2397260273972602,0.1506849315068493,,0.19520547945205474,2,0,87543,0.6201275690999292,0.1484848484848485,282,232,1411
480291212041,0.5400271370420624,0.2130257801899593,0.7784810126582279,0.5400271370420624,0.2130257801899593,0.7784810126582279,0.5105113099634165,3,1,34149,0.6304973284011508,0.2101910828025477,292,530,2433
480291212042,0.7217847769028871,0.2624671916010498,1.0,0.7217847769028871,0.2624671916010498,1.0,0.6614173228346457,3,1,43333,0.3634840871021775,0.1211180124223602,432,284,1194
480291212043,0.5186721991701245,0.3692946058091286,,0.5186721991701245,0.3692946058091286,,0.44398340248962653,2,0,47760,0.757192174913694,0.3745019920318725,84,115,869
480291212044,0.1005291005291005,0.0,,0.1005291005291005,0.0,,0.05026455026455025,2,0,51427,0.4073684210526316,0.0,1103,23,1900
480291212045,0.5587419056429233,0.2719703977798335,,0.5587419056429233,0.2719703977798335,,0.4153561517113784,2,0,36895,0.4048582995951417,0.3111702127659574,561,379,1729
480291212051,0.4746945898778359,0.0820244328097731,0.3025210084033613,0.4746945898778359,0.0820244328097731,0.3025210084033613,0.28641334369699006,3,0,61399,0.5950897764748992,0.1589085072231139,676,389,2729
480291212052,0.5547703180212014,0.2579505300353357,0.5365853658536586,0.5547703180212014,0.2579505300353357,0.5365853658536586,0.4497687379700652,3,0,47353,0.5271889400921659,0.2137404580152671,255,162,1085
480291212061,1.0,0.0,,1.0,0.0,,0.5,2,1,63971,0.5419545903257651,0.0,290,28,1013
480291212062,0.0,0.0,,0.0,0.0,,0.0,2,0,103542,0.5555555555555556,0.08984375,428,0,963
480291212063,0.0,0.0,,0.0,0.0,,0.0,2,0,110663,0.6741666666666667,0.0,391,0,1200
480291212064,0.6296296296296297,0.6296296296296297,0.0,0.6296296296296297,0.6296296296296297,0.0,0.4197530864197531,3,0,56331,0.710455764075067,0.358433734939759,200,124,1119
480291212065,0.7333333333333333,0.4974358974358974,0.0,0.7333333333333333,0.4974358974358974,0.0,0.4102564102564102,3,0,46136,0.6892028254288597,0.0,507,0,1982
480291212066,0.7986111111111112,0.1875,0.0,0.7986111111111112,0.1875,0.0,0.3287037037037037,3,0,-666666666,0.6413469068128426,0.2571428571428571,248,18,1277
480291213001,0.7593582887700535,0.5187165775401069,0.0,0.7593582887700535,0.5187165775401069,0.0,0.42602495543672014,3,0,69447,0.4282363977485928,0.1586998087954111,810,66,2132
480291213002,0.4797297297297297,0.1013513513513513,1.0,0.4797297297297297,0.1013513513513513,1.0,0.5270270270270271,3,1,69906,0.504231311706629,0.0,540,71,1418
480291213003,1.0,1.0,,1.0,1.0,,1.0,2,1,103289,0.1633281972265023,0.146067415730337,752,183,1298
480291213004,,,,,,,,0,0,101838,0.3129904097646033,0.0,697,0,1147
480291214021,0.5203488372093024,0.2005813953488372,0.0,0.5203488372093024,0.2005813953488372,0.0,0.24031007751937986,3,0,85432,0.5834464043419267,0.0993150684931506,2038,668,7370
480291214022,0.3177570093457944,0.3177570093457944,0.0,0.3177570093457944,0.3177570093457944,0.0,0.2118380062305296,3,0,64355,0.4827862289831865,0.2052980132450331,334,312,1249
480291214023,0.175438596491228,0.175438596491228,1.0,0.175438596491228,0.175438596491228,1.0,0.45029239766081863,3,0,64087,0.2781995661605206,0.1970802919708029,331,197,1844
480291214031,0.6303448275862069,0.2579310344827586,0.5806451612903226,0.6303448275862069,0.2579310344827586,0.5806451612903226,0.48964034111976273,3,1,34817,0.3253768844221105,0.1202290076335877,332,961,2388
480291214032,0.0,0.0,,0.0,0.0,,0.0,2,0,48661,0.7178464606181456,0.2723577235772357,147,48,1003
480291214033,0.3063973063973064,0.2188552188552188,,0.3063973063973064,0.2188552188552188,,0.2626262626262626,2,0,71746,0.4944649446494465,0.2004089979550102,505,424,1897
480291214041,1.0,0.6212121212121212,0.0,1.0,0.6212121212121212,0.0,0.5404040404040403,3,1,52344,0.6846615252784919,0.0,226,4,1167
480291214042,0.4908350305498982,0.2413441955193482,0.0,0.4908350305498982,0.2413441955193482,0.0,0.24405974202308212,3,0,17982,0.2659574468085106,0.2277039848197343,713,896,2444
480291214043,0.8565400843881856,0.4641350210970464,0.7610619469026548,0.8565400843881856,0.4641350210970464,0.7610619469026548,0.6939123507959623,3,1,53056,0.6803394625176803,0.4421487603305785,196,480,2121
480291215011,0.4621848739495798,0.0,0.0,0.4621848739495798,0.0,0.0,0.15406162464985992,3,0,88614,0.7362450368689734,0.0,294,0,1763
480291215012,0.0,0.0,,0.0,0.0,,0.0,2,0,92552,0.5101114321089558,0.0359628770301624,507,495,2423
480291215013,0.2130081300813008,0.024390243902439,0.0,0.2130081300813008,0.024390243902439,0.0,0.07913279132791326,3,0,74810,0.2846569883290635,0.0,1397,741,3513
480291215014,0.2337662337662337,0.2337662337662337,,0.2337662337662337,0.2337662337662337,,0.2337662337662337,2,0,130303,0.4137577002053388,0.0241448692152917,575,406,1948
480291215041,0.8157248157248157,0.4226044226044226,,0.8157248157248157,0.4226044226044226,,0.6191646191646192,2,1,53304,0.3350785340314136,0.1147540983606557,539,223,1146
480291215042,0.0,0.0,,0.0,0.0,,0.0,2,0,103523,0.7127496159754224,0.0,117,0,651
480291215043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,86600,0.1832946635730858,0.0,787,428,1724
480291215044,0.2119205298013245,0.2119205298013245,0.5625,0.2119205298013245,0.2119205298013245,0.5625,0.328780353200883,3,0,60147,0.5049462365591398,0.1508474576271186,628,372,2325
480291215045,0.3507462686567164,0.0,0.2673267326732673,0.3507462686567164,0.0,0.2673267326732673,0.2060243337766612,3,0,121750,0.5341176470588235,0.1359223300970873,207,731,2550
480291215051,0.3464052287581699,0.0,,0.3464052287581699,0.0,,0.17320261437908496,2,0,73750,0.5009551098376314,0.1481481481481481,631,294,2094
480291215052,0.4166666666666667,0.0555555555555555,0.0,0.4166666666666667,0.0555555555555555,0.0,0.1574074074074074,3,0,63348,0.5174757281553398,0.0432900432900432,322,0,1030
480291215053,0.5060240963855421,0.3373493975903614,0.0,0.5060240963855421,0.3373493975903614,0.0,0.28112449799196787,3,0,74000,0.5042128603104213,0.0950413223140495,631,306,2255
480291215061,0.4704142011834319,0.1538461538461538,,0.4704142011834319,0.1538461538461538,,0.3121301775147929,2,0,82167,0.2769716088328076,0.0601851851851851,973,106,1585
480291215062,0.9247311827956988,0.4408602150537634,1.0,0.9247311827956988,0.4408602150537634,1.0,0.7885304659498207,3,1,35684,0.7330232558139534,0.3612334801762114,131,156,1075
480291215063,0.2876106194690265,0.0,,0.2876106194690265,0.0,,0.14380530973451325,2,0,66840,0.5373475609756098,0.1699716713881019,174,433,1312
480291215064,0.4356435643564356,0.1188118811881188,0.0,0.4356435643564356,0.1188118811881188,0.0,0.1848184818481848,3,0,59583,0.5387283236994219,0.0,294,105,865
480291215071,0.4901960784313725,0.4901960784313725,,0.4901960784313725,0.4901960784313725,,0.4901960784313725,2,1,84844,0.5472370766488414,0.0,107,213,1122
480291215072,0.6161616161616161,0.6161616161616161,,0.6161616161616161,0.6161616161616161,,0.6161616161616161,2,1,78860,0.4351042367182246,0.0951156812339331,510,250,1487
480291215073,0.5769230769230769,0.3076923076923077,,0.5769230769230769,0.3076923076923077,,0.4423076923076923,2,0,65938,0.5547619047619048,0.0,310,49,840
480291215074,0.3522727272727273,0.2992424242424242,0.0,0.3522727272727273,0.2992424242424242,0.0,0.21717171717171715,3,0,74844,0.4702581369248036,0.2253521126760563,415,270,1782
480291215081,0.3837209302325581,0.0290697674418604,0.0,0.3837209302325581,0.0290697674418604,0.0,0.13759689922480617,3,0,59338,0.5288839035333707,0.134020618556701,331,412,1783
480291215082,0.4448669201520912,0.11787072243346,1.0,0.4448669201520912,0.11787072243346,1.0,0.5209125475285171,3,1,47167,0.6328502415458938,0.4842931937172774,320,348,2070
480291215083,0.9206349206349206,0.0,1.0,0.9206349206349206,0.0,1.0,0.6402116402116401,3,1,66250,0.8305709023941068,0.0,55,33,543
480291216011,0.33278955954323,0.1256117455138662,,0.33278955954323,0.1256117455138662,,0.2292006525285481,2,0,58698,0.445754716981132,0.174721189591078,320,278,1272
480291216012,0.3784860557768924,0.0796812749003984,,0.3784860557768924,0.0796812749003984,,0.2290836653386454,2,0,69949,0.4662576687116564,0.0841584158415841,638,18,1304
480291216013,0.5827067669172933,0.0,,0.5827067669172933,0.0,,0.29135338345864664,2,0,44028,0.3028846153846153,0.3380281690140845,383,143,832
480291216014,0.2476190476190476,0.0,0.0,0.2476190476190476,0.0,0.0,0.08253968253968254,3,0,42078,0.6763485477178424,0.0,97,54,723
480291216041,0.3667377398720682,0.2260127931769723,,0.3667377398720682,0.2260127931769723,,0.29637526652452023,2,0,70964,0.4810666666666666,0.0,493,329,1875
480291216042,0.2625,0.2625,,0.2625,0.2625,,0.2625,2,0,127523,0.6089822826534816,0.0,517,279,2427
480291216043,,,0.0,,,0.0,0.0,1,0,-666666666,0.7540983606557377,0.2307692307692307,77,0,366
480291216044,1.0,0.1521739130434782,,1.0,0.1521739130434782,,0.5760869565217391,2,1,91250,0.2782241014799154,0.0396551724137931,1323,180,2365
