CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LowIncomeTracts,LA1and10,LAhalfand10,PovertyRate,MedianFamilyIncome,lapop1share
48029182106,Texas,Bexar County,0,0,0,1,1,2.95498481082574,137315.0,87.5536540142439
48029190100,Texas,Bexar County,0,1,1,0,1,22.8969359331476,46875.0,7.87585433408836
48029190200,Texas,Bexar County,0,0,0,1,1,19.501867995018703,95250.0,53.4243697812515
48029190400,Texas,Bexar County,0,0,0,1,1,15.751575157515799,147639.0,29.160519282513498
48029190501,Texas,Bexar County,0,1,1,0,1,20.1888364343238,42656.0,5.33266409227134
48029190503,Texas,Bexar County,0,0,0,0,1,13.0782271736498,57454.0,10.2029248792059
48029190504,Texas,Bexar County,0,0,0,1,1,19.2106182326231,61518.0,46.3877087025795
48029190601,Texas,Bexar County,0,1,1,0,1,12.2815417763945,45700.0,
48029190603,Texas,Bexar County,0,0,1,0,0,21.5717981888745,43148.0,
48029190604,Texas,Bexar County,0,1,1,0,1,28.716998610467797,37718.0,
48029190700,Texas,Bexar County,0,1,1,0,1,24.5388669301713,41750.0,
48029190800,Texas,Bexar County,0,0,0,0,1,3.2516258129064504,250001.0,
48029190901,Texas,Bexar County,0,1,1,0,1,24.4643158427535,52872.0,
48029190902,Texas,Bexar County,0,0,0,0,1,12.128032008002,71538.0,
48029191003,Texas,Bexar County,0,1,1,0,1,31.9016319129646,41271.0,
48029191004,Texas,Bexar County,0,1,1,0,1,31.6265725005518,40505.0,
48029191005,Texas,Bexar County,0,0,1,0,0,13.5351736420303,49676.0,
48029191006,Texas,Bexar County,0,1,1,0,1,25.6331168831169,52819.0,
48029191101,Texas,Bexar County,0,0,0,0,1,5.90833793484263,131202.0,0.190262199912669
48029191102,Texas,Bexar County,0,0,0,0,1,7.07930367504836,113851.0,
48029191201,Texas,Bexar County,0,0,0,1,1,7.43368291178285,79083.0,17.3124954649646
48029191202,Texas,Bexar County,0,1,1,0,1,21.756994717276502,62102.0,
48029191303,Texas,Bexar County,0,0,0,0,1,9.66835300730748,75859.0,22.0757262570059
48029191304,Texas,Bexar County,1,1,1,1,1,32.4561403508772,28717.0,33.8471406505071
48029191405,Texas,Bexar County,0,0,0,1,1,7.11795794445069,96791.0,8.37563927639707
48029191406,Texas,Bexar County,0,0,0,1,1,4.26993132278292,143711.0,34.7888357215518
48029191408,Texas,Bexar County,0,0,1,0,0,16.204179513532,46316.0,
48029191409,Texas,Bexar County,0,0,1,0,0,15.352573638798,53750.0,
48029191410,Texas,Bexar County,0,1,1,0,1,13.276273885350301,41705.0,
48029191411,Texas,Bexar County,0,0,0,1,1,13.362541073384401,79653.0,20.3777280634031
48029191412,Texas,Bexar County,0,0,0,1,1,0.497512437810945,200625.0,96.0369834717405
48029191413,Texas,Bexar County,0,0,0,1,1,9.45233913460003,100913.0,65.0403441666793
48029191503,Texas,Bexar County,0,0,0,1,1,5.717017208413,91802.0,11.7974816298718
48029191504,Texas,Bexar County,0,0,0,0,1,4.42443226311668,223214.0,10.2567575605473
48029191505,Texas,Bexar County,0,0,0,1,1,1.2302284710017601,167813.0,77.31946377225219
48029191506,Texas,Bexar County,0,0,0,0,1,9.50045969966289,126875.0,3.14630978048896
48029191701,Texas,Bexar County,0,0,0,1,1,2.12624584717608,146563.0,51.27842744216991
48029191702,Texas,Bexar County,0,0,0,1,1,5.31652507536311,106157.0,35.8877142297741
48029191804,Texas,Bexar County,0,0,0,1,1,2.6308223116733798,120833.0,100.00000092156999
48029191806,Texas,Bexar County,0,0,0,1,1,1.4944392956441102,188774.0,25.9405045670636
48029191807,Texas,Bexar County,0,0,0,1,1,9.70069071373753,164766.0,42.8265272760585
48029191808,Texas,Bexar County,0,0,0,1,1,4.49265833881218,127250.0,74.17859928466221
48029191809,Texas,Bexar County,0,0,0,1,1,4.50206398348813,121071.0,67.8475074027502
48029191810,Texas,Bexar County,0,0,0,1,1,2.2318660880347196,116971.0,99.8840794975446
48029191811,Texas,Bexar County,0,0,0,1,1,4.22282120395328,136012.0,39.794452285458895
48029191812,Texas,Bexar County,0,0,0,1,1,4.03850669171167,150701.0,23.2578567764822
48029191813,Texas,Bexar County,0,0,0,1,1,7.3548203890387605,110300.0,53.20600834874401
48029191814,Texas,Bexar County,0,0,0,1,1,4.98723738464559,109688.0,100.00000040638099
48029191815,Texas,Bexar County,0,0,0,1,1,5.71913929784824,121964.0,54.53256069234121
48029191816,Texas,Bexar County,0,0,0,0,1,3.06122448979592,108981.0,0.00941841358812077
48029191817,Texas,Bexar County,0,0,0,1,1,7.3666641377740705,121949.0,48.337752355987604
48029191900,Texas,Bexar County,0,1,1,0,1,30.524541815883698,31767.0,1.97159587241004
48029192000,Texas,Bexar County,1,1,1,1,1,20.3230148048452,61563.0,42.3218199743127
48029192100,Texas,Bexar County,0,0,0,0,1,5.71705426356589,138750.0,
48029192200,Texas,Bexar County,1,1,1,1,1,21.3885295385942,45792.0,55.832776861081804
48029192300,Texas,Bexar County,0,0,0,1,1,7.97043547742709,136250.0,33.384369310283105
48029980001,Texas,Bexar County,0,0,0,0,0,0.0,,99.9999989697244
48029980002,Texas,Bexar County,0,0,0,1,1,0.0,,59.1914992779493
48029980003,Texas,Bexar County,1,1,1,1,1,10.9219858156028,55208.0,33.2816259197469
48029980005,Texas,Bexar County,0,0,0,0,0,0.0,,99.9999962753645
48029980100,Texas,Bexar County,1,1,1,1,1,26.315789473684198,41250.0,99.8218429630678
